ID,X_pix,Y_pix,RA_deg,Dec_deg,Fluxo,Erro_Fluxo,Mag_Inst,Erro_Mag_Inst,Std_Fundo_Local,Area_Ap,Exptime
502,1964.6001308032933,1396.9235267025897,276.51297460342533,-14.828749758152311,18690.945603488828,218.83336497853014,-4.684228162209585,0.012711362463803994,5.4479852173529375,625.9983263132058,250
611,613.1028964767645,1818.9783379762553,276.45561963994726,-15.025197932174873,18623.46484412445,230.7975717351049,-4.6803011869440585,0.013454903570849672,5.934449609908407,625.9983263132058,250
447,978.4057913636012,1251.537497951781,276.53878294081113,-14.970312020871136,18418.050037162437,222.7214276020829,-4.668259099577827,0.013128895483489278,5.630557390949539,625.9983263132058,250
448,1754.0921039411764,1253.9029931432835,276.5351857823992,-14.858518918442691,18265.688973082462,240.2909648587687,-4.659240123914308,0.014282729818274094,6.334640649825479,625.9983263132058,250
108,824.4333747113593,309.59086492640483,276.67997468551096,-14.988655352370435,18227.443928126362,232.78471630587615,-4.656964405615413,0.013865595609009171,6.046216073306935,625.9983263132058,250
390,1191.5573577032314,1099.4836244141397,276.56057748054354,-14.938979575917648,18138.272123649484,224.14297550825057,-4.651639761355882,0.01341649451779999,5.712560240297101,625.9983263132058,250
345,2996.688418277047,995.0234873926569,276.56855359005164,-14.678277588408603,17969.580611500714,232.7504777328749,-4.6414948316048,0.014062498126019342,6.066519484105775,625.9983263132058,250
278,2764.5858523642105,807.0478404739804,276.59755436350315,-14.710976543333953,17788.226586936216,237.41308418594627,-4.630481610488891,0.014490448738154818,6.2622281617191815,625.9983263132058,250
522,59.764177497707934,1469.5173228918452,276.51007139963195,-15.10353493503986,17722.298424432636,274.0431089733273,-4.6264500916553,0.016788375654602297,7.6372366509316505,625.9983263132058,250
382,348.42613452527934,1081.4361383002931,276.56679969839746,-15.060404909739592,17674.793830051087,226.7159029744067,-4.623535869853867,0.013926355137495934,5.855231170965637,625.9983263132058,250
348,472.8802199244166,1007.3925357852797,276.5773300641088,-15.04217517161932,17524.364090794523,222.1703756330346,-4.614255647360354,0.013764286999235112,5.688799726056487,625.9983263132058,250
132,2488.661909660426,368.1532830798701,276.6641516353859,-14.748939169958451,17415.60991331801,221.6566276904008,-4.607496699616507,0.013818212619670419,5.678134073881128,625.9983263132058,250
650,1084.4287089673692,1982.5243903005558,276.42926991479226,-14.95793118260151,17289.97631975729,234.67407145437605,-4.59963597448826,0.014736031713754982,6.197381601122714,625.9983263132058,250
239,1664.2141530828978,709.1164846428035,276.61681655852686,-14.86924994781376,17236.244947372994,231.48776261792048,-4.596256621562599,0.014581265504269905,6.078834587386537,625.9983263132058,250
393,761.7497900920157,1109.1786833800984,276.56093093593245,-15.000960784104896,17082.226238779316,225.57575583725657,-4.58651115184474,0.014336983639552265,5.861901887703072,625.9983263132058,250
327,682.9678689897587,945.6408649352659,276.585664975416,-15.011652760840764,17075.381614531216,234.52062318696588,-4.5860760243917,0.014911469994755906,6.2090657461410474,625.9983263132058,250
33,519.6955285408417,107.9154525913709,276.7113630296655,-15.031738338331978,16975.8944598104,230.26077608318465,-4.5797316446446725,0.014726418403776158,6.053176931981847,625.9983263132058,250
